Date,Ward,Temp,Humidity,Rainfall,Wind_Speed,Dew_Point,pH,Turbidity,Dissolved_Oxygen,BOD,Qi_pH,Qi_Turbidity,Qi_Dissolved_Oxygen,Qi_BOD,WQI,Reported_Cases,Disease_Type,Hospital_Admissions,Fatalities
2024-05-06,Ward-2,32.3,84.8,176.3,33.8,11.4,6.6,2.24,8.55,4.74,-26.66666666666669,44.8,63.02083333333333,158.0,66.96841666666666,76,Typhoid,57,0
2024-05-17,Ward-2,19.8,37.0,13.5,5.9,27.7,7.32,5.56,7.4,4.15,21.33333333333335,111.2,75.0,138.33333333333334,86.71866666666668,95,Cholera,61,1
2024-05-26,Ward-2,16.7,59.9,190.6,45.7,6.0,6.86,2.73,7.28,2.08,-9.33333333333331,54.6,76.25,69.33333333333334,52.021000000000015,55,Malaria,20,6
2024-05-30,Ward-2,34.6,85.7,103.4,49.3,25.6,7.4,2.6,7.8,1.44,26.66666666666669,52.0,70.83333333333334,48.0,51.71000000000001,53,Flu,75,8
2024-06-18,Ward-2,21.0,45.7,188.8,29.4,28.8,6.61,5.65,7.5,1.83,-25.99999999999998,113.0,73.95833333333334,61.0,54.58583333333334,79,Flu,79,8
2024-06-28,Ward-2,40.9,69.5,191.6,2.6,15.4,6.76,2.53,8.59,1.55,-16.000000000000014,50.6,62.60416666666667,51.66666666666667,40.32808333333334,81,Malaria,32,1
2024-07-05,Ward-2,27.6,85.2,97.6,41.9,17.3,7.07,2.63,6.49,1.51,4.666666666666686,52.6,84.47916666666666,50.33333333333333,52.25891666666667,6,COVID-19,20,1
2024-07-07,Ward-2,25.2,38.3,156.1,7.6,10.1,6.92,2.85,6.54,4.42,-5.3333333333333375,57.00000000000001,83.95833333333333,147.33333333333334,77.74583333333334,1,Flu,11,2
2024-07-16,Ward-2,10.2,62.2,104.9,14.0,11.9,7.24,2.62,8.1,1.14,16.000000000000014,52.400000000000006,67.70833333333334,37.99999999999999,45.56483333333334,23,Typhoid,10,7
2024-07-30,Ward-2,28.6,94.5,123.1,15.6,5.9,7.08,3.88,6.95,2.46,5.3333333333333375,77.60000000000001,79.6875,82.0,63.643083333333344,32,Malaria,26,9
2024-07-30,Ward-2,28.6,94.5,123.1,15.6,5.9,7.08,3.88,6.95,2.46,5.3333333333333375,77.60000000000001,79.6875,82.0,63.643083333333344,13,Cholera,13,8
2024-07-30,Ward-2,28.6,94.5,123.1,15.6,5.9,7.59,4.92,4.08,2.26,39.33333333333333,98.4,109.58333333333334,75.33333333333333,82.74900000000001,32,Malaria,26,9
2024-07-30,Ward-2,28.6,94.5,123.1,15.6,5.9,7.59,4.92,4.08,2.26,39.33333333333333,98.4,109.58333333333334,75.33333333333333,82.74900000000001,13,Cholera,13,8
2024-07-30,Ward-2,34.0,83.8,18.5,1.9,23.0,7.08,3.88,6.95,2.46,5.3333333333333375,77.60000000000001,79.6875,82.0,63.643083333333344,32,Malaria,26,9
2024-07-30,Ward-2,34.0,83.8,18.5,1.9,23.0,7.08,3.88,6.95,2.46,5.3333333333333375,77.60000000000001,79.6875,82.0,63.643083333333344,13,Cholera,13,8
2024-07-30,Ward-2,34.0,83.8,18.5,1.9,23.0,7.59,4.92,4.08,2.26,39.33333333333333,98.4,109.58333333333334,75.33333333333333,82.74900000000001,32,Malaria,26,9
2024-07-30,Ward-2,34.0,83.8,18.5,1.9,23.0,7.59,4.92,4.08,2.26,39.33333333333333,98.4,109.58333333333334,75.33333333333333,82.74900000000001,13,Cholera,13,8
2024-08-16,Ward-2,11.3,56.4,59.5,43.2,23.8,7.07,3.19,5.77,2.15,4.666666666666686,63.8,91.97916666666669,71.66666666666667,62.57425000000001,97,Malaria,33,7
2024-08-17,Ward-2,30.5,65.5,57.8,49.9,10.0,7.1,5.21,7.08,1.8,6.666666666666643,104.2,78.33333333333333,60.0,61.57199999999999,29,Cholera,51,8
2024-08-25,Ward-2,27.2,45.1,36.9,19.1,22.0,6.97,3.39,8.47,4.62,-2.000000000000017,67.80000000000001,63.85416666666666,154.0,75.23841666666667,34,Typhoid,0,7
2024-08-31,Ward-2,29.7,80.4,2.9,8.7,20.9,7.19,1.9,7.8,1.2,12.666666666666693,38.0,70.83333333333334,40.0,44.15000000000001,5,Typhoid,74,9
2024-09-11,Ward-2,30.4,69.3,34.2,45.5,27.9,6.87,4.31,6.33,1.13,-8.66666666666666,86.19999999999999,86.14583333333333,37.66666666666666,51.72158333333333,17,Malaria,23,4
2024-09-12,Ward-2,31.4,86.6,135.9,25.2,18.2,7.4,5.34,4.93,1.88,26.66666666666669,106.8,100.72916666666669,62.66666666666666,74.74925,24,COVID-19,23,3
2024-09-14,Ward-2,21.5,79.2,182.4,46.6,8.0,7.7,1.7,8.5,4.72,46.66666666666668,34.0,63.54166666666666,157.33333333333331,81.36416666666668,45,Flu,10,5
2024-09-16,Ward-2,14.2,54.1,57.0,8.6,14.3,6.51,3.24,7.01,2.96,-32.666666666666686,64.8,79.0625,98.66666666666669,57.68925,85,Flu,50,5
2024-09-17,Ward-2,32.8,39.8,92.4,3.2,25.5,6.85,1.48,8.02,1.96,-10.000000000000025,29.6,68.54166666666667,65.33333333333333,44.1335,22,COVID-19,57,5
2024-10-05,Ward-2,13.3,42.9,66.6,47.8,25.6,6.62,2.06,7.81,4.6,-25.333333333333325,41.2,70.72916666666667,153.33333333333331,67.99991666666666,97,Cholera,24,3
2024-10-11,Ward-2,16.3,40.7,129.2,32.6,20.2,6.75,4.2,7.51,3.63,-16.666666666666664,84.00000000000001,73.85416666666667,121.0,68.76375000000002,24,COVID-19,50,5
2024-10-13,Ward-2,32.8,45.4,139.7,28.4,17.6,7.29,2.29,8.22,1.11,19.333333333333336,45.8,66.45833333333333,37.00000000000001,44.53716666666668,21,Flu,38,9
2024-10-14,Ward-2,16.0,29.2,56.9,7.4,17.0,6.83,5.35,6.66,1.46,-11.333333333333329,107.0,82.70833333333333,48.66666666666666,56.37416666666667,57,Flu,11,3
2024-10-17,Ward-2,31.0,63.0,53.3,0.9,21.2,6.45,2.81,4.68,2.15,-36.66666666666665,56.2,103.33333333333334,71.66666666666667,56.12533333333335,106,Flu,22,7
2024-10-20,Ward-2,40.4,32.4,9.5,18.3,25.0,6.97,5.01,5.28,3.99,-2.000000000000017,100.2,97.08333333333334,133.0,85.84033333333335,107,Dengue,78,5
2024-10-21,Ward-2,22.2,65.0,37.4,28.6,28.5,6.68,5.5,8.36,3.64,-21.33333333333335,110.0,65.0,121.33333333333334,68.98,102,Flu,26,6
2024-10-22,Ward-2,30.2,93.5,73.4,38.7,23.2,7.19,5.09,7.52,3.68,12.666666666666693,101.8,73.75,122.66666666666669,78.49633333333335,5,Dengue,78,2
2024-11-16,Ward-2,16.1,22.2,69.3,29.8,16.0,6.46,4.05,6.75,2.47,-36.00000000000001,81.0,81.77083333333334,82.33333333333334,55.89541666666668,0,COVID-19,8,0
2024-11-18,Ward-2,26.9,45.2,139.9,49.9,13.2,7.16,4.61,5.05,1.37,10.666666666666677,92.2,99.47916666666669,45.66666666666667,63.708250000000014,47,Dengue,77,8
2024-12-03,Ward-2,38.8,38.7,181.3,11.8,17.9,6.86,1.8,5.07,1.65,-9.33333333333331,36.0,99.27083333333331,54.99999999999999,52.85875,50,Typhoid,73,9
2024-12-08,Ward-2,34.5,89.0,143.6,49.0,24.8,7.49,2.84,6.01,2.55,32.666666666666686,56.8,89.47916666666667,85.0,70.49758333333334,46,COVID-19,16,8
2024-12-17,Ward-2,34.1,78.8,113.3,40.5,26.3,6.71,4.09,4.45,1.76,-19.333333333333336,81.8,105.72916666666666,58.66666666666666,61.20925,47,Dengue,29,7
2024-12-18,Ward-2,23.2,59.6,152.7,49.4,22.7,7.3,2.22,8.45,2.21,19.999999999999982,44.400000000000006,64.06250000000001,73.66666666666667,53.91191666666667,32,Typhoid,59,2
2024-12-23,Ward-2,28.5,34.9,137.5,8.4,28.9,6.99,5.95,8.7,3.5,-0.6666666666666525,119.0,61.458333333333336,116.66666666666669,72.45583333333335,94,Dengue,63,4
2024-12-24,Ward-2,29.3,70.7,132.9,3.1,27.6,7.01,2.08,8.58,3.34,0.6666666666666525,41.6,62.708333333333336,111.33333333333331,59.29683333333334,95,COVID-19,54,5
2024-12-27,Ward-2,10.7,77.6,65.9,24.2,24.8,7.16,2.54,7.29,3.85,10.666666666666677,50.8,76.14583333333333,128.33333333333334,72.29758333333334,79,Typhoid,32,5
2024-12-28,Ward-2,23.2,67.4,183.4,10.4,6.9,6.76,3.39,7.59,1.39,-16.000000000000014,67.80000000000001,73.02083333333333,46.33333333333333,45.128416666666666,118,Typhoid,16,4
2025-01-01,Ward-2,38.8,64.8,11.0,36.0,24.4,7.45,4.89,4.72,3.88,30.00000000000001,97.8,102.91666666666666,129.33333333333331,93.453,90,Dengue,14,3
2025-01-06,Ward-2,15.2,79.2,138.2,5.9,26.4,7.26,1.66,8.44,4.29,17.33333333333332,33.2,64.16666666666667,143.0,70.982,32,Typhoid,15,6
2025-01-08,Ward-2,31.1,89.0,39.2,17.6,19.2,7.04,1.72,8.23,4.26,2.6666666666666687,34.4,66.35416666666666,142.0,68.41108333333334,32,Malaria,18,6
2025-01-11,Ward-2,10.4,87.0,141.9,23.1,13.6,7.6,2.01,4.03,2.68,39.99999999999997,40.2,110.10416666666669,89.33333333333334,77.68075,12,Cholera,63,7
2025-01-15,Ward-2,33.2,40.7,178.4,22.2,15.5,6.94,3.13,8.56,4.55,-3.999999999999974,62.6,62.91666666666666,151.66666666666666,72.99433333333334,113,COVID-19,4,8
2025-01-23,Ward-2,27.2,39.4,98.2,24.3,9.6,6.91,3.01,5.51,1.55,-5.999999999999991,60.2,94.6875,51.66666666666667,54.97241666666668,28,Cholera,29,1
2025-01-28,Ward-2,20.4,81.7,106.4,4.5,25.1,7.4,3.91,4.45,4.87,26.66666666666669,78.2,105.72916666666666,162.33333333333334,99.77991666666668,48,COVID-19,72,8
2025-02-04,Ward-2,21.7,24.3,29.5,37.5,21.0,7.18,4.84,8.18,4.36,11.999999999999982,96.8,66.875,145.33333333333334,81.55883333333334,112,Typhoid,14,3
2025-02-08,Ward-2,11.5,58.0,155.5,43.1,5.0,7.4,2.95,7.5,2.08,26.66666666666669,59.00000000000001,73.95833333333334,69.33333333333334,59.86583333333336,112,Cholera,57,0
2025-02-10,Ward-2,22.1,69.1,42.5,25.7,22.1,7.28,3.58,5.42,1.03,18.66666666666669,71.6,95.625,34.333333333333336,57.68850000000001,12,Malaria,18,5
2025-02-14,Ward-2,29.9,85.0,99.5,38.0,12.8,7.49,2.8,4.38,4.0,32.666666666666686,55.99999999999999,106.45833333333331,133.33333333333331,89.67583333333333,60,Flu,67,4
2025-02-20,Ward-2,30.0,71.4,122.5,18.1,16.8,7.29,2.29,4.44,4.68,19.333333333333336,45.8,105.83333333333331,155.99999999999997,91.24466666666666,68,Typhoid,69,5
2025-02-21,Ward-2,33.8,27.8,185.8,39.0,19.5,6.61,1.61,4.52,4.78,-25.99999999999998,32.2,105.0,159.33333333333334,79.74533333333335,98,COVID-19,64,2
2025-02-27,Ward-2,31.8,41.8,183.4,32.8,10.7,7.06,5.3,5.43,2.26,3.999999999999974,106.0,95.52083333333331,75.33333333333333,71.41041666666666,52,Flu,65,6
2025-03-05,Ward-2,39.7,77.0,38.9,36.8,7.6,6.95,2.73,6.38,2.08,-3.333333333333321,54.6,85.625,69.33333333333334,56.52850000000001,34,Malaria,48,0
2025-03-07,Ward-2,30.2,20.5,60.2,1.5,13.7,7.4,3.28,5.74,4.36,26.66666666666669,65.6,92.29166666666666,145.33333333333334,88.43516666666667,17,Dengue,19,4
2025-03-14,Ward-2,27.1,84.6,19.4,11.3,18.4,6.18,5.15,6.24,1.09,-54.666666666666686,103.0,87.08333333333333,36.333333333333336,44.235,49,Cholera,71,6
2025-03-15,Ward-2,34.0,73.7,21.2,36.3,16.4,7.08,2.32,6.64,4.96,5.3333333333333375,46.4,82.91666666666667,165.33333333333334,83.08233333333334,65,Typhoid,41,6
2025-03-23,Ward-2,18.5,68.3,66.5,22.2,18.0,7.0,2.24,8.54,4.27,0.0,44.8,63.12500000000001,142.33333333333331,68.48383333333334,85,Dengue,10,7
2025-03-27,Ward-2,14.9,79.3,114.4,35.0,18.3,6.79,5.15,8.75,4.66,-13.999999999999998,103.0,60.9375,155.33333333333334,77.61208333333335,44,Malaria,40,5
2025-03-28,Ward-2,39.7,45.7,48.2,40.4,27.1,7.01,1.12,7.46,1.57,0.6666666666666525,22.4,74.375,52.33333333333333,43.6715,30,Typhoid,8,4
2025-03-30,Ward-2,29.1,61.8,199.3,27.8,14.3,7.6,1.26,4.79,2.83,39.99999999999997,25.2,102.1875,94.33333333333334,73.98908333333333,90,COVID-19,69,0
2025-04-02,Ward-2,13.2,91.7,116.1,4.0,23.8,7.53,1.67,5.91,2.96,35.33333333333335,33.4,90.52083333333331,98.66666666666669,71.52108333333334,18,Cholera,6,9
2025-04-03,Ward-2,16.9,59.8,19.1,8.3,14.8,7.44,5.77,4.31,2.72,29.33333333333336,115.4,107.1875,90.66666666666669,86.74775,12,Flu,26,1
2025-04-05,Ward-2,23.9,69.1,166.5,8.6,13.5,7.82,1.61,4.75,4.95,54.666666666666686,32.2,102.60416666666669,165.0,98.26408333333336,57,Malaria,0,5
2025-04-05,Ward-2,23.9,69.1,166.5,8.6,13.5,7.82,1.61,4.75,4.95,54.666666666666686,32.2,102.60416666666669,165.0,98.26408333333336,19,Malaria,7,5
2025-04-05,Ward-2,23.9,69.1,166.5,8.6,13.5,7.28,4.88,7.78,1.87,18.66666666666669,97.6,71.04166666666666,62.33333333333334,61.33016666666667,57,Malaria,0,5
2025-04-05,Ward-2,23.9,69.1,166.5,8.6,13.5,7.28,4.88,7.78,1.87,18.66666666666669,97.6,71.04166666666666,62.33333333333334,61.33016666666667,19,Malaria,7,5
2025-04-05,Ward-2,23.8,54.3,60.9,28.0,22.4,7.82,1.61,4.75,4.95,54.666666666666686,32.2,102.60416666666669,165.0,98.26408333333336,57,Malaria,0,5
2025-04-05,Ward-2,23.8,54.3,60.9,28.0,22.4,7.82,1.61,4.75,4.95,54.666666666666686,32.2,102.60416666666669,165.0,98.26408333333336,19,Malaria,7,5
2025-04-05,Ward-2,23.8,54.3,60.9,28.0,22.4,7.28,4.88,7.78,1.87,18.66666666666669,97.6,71.04166666666666,62.33333333333334,61.33016666666667,57,Malaria,0,5
2025-04-05,Ward-2,23.8,54.3,60.9,28.0,22.4,7.28,4.88,7.78,1.87,18.66666666666669,97.6,71.04166666666666,62.33333333333334,61.33016666666667,19,Malaria,7,5
2025-04-06,Ward-2,16.8,85.8,26.5,45.2,10.3,6.85,2.57,8.62,3.38,-10.000000000000025,51.4,62.29166666666668,112.66666666666669,58.749833333333335,71,Malaria,47,6
2025-04-12,Ward-2,18.5,39.4,147.7,9.0,19.9,7.27,1.72,8.22,1.59,17.99999999999997,34.4,66.45833333333333,53.0,46.89983333333333,55,Typhoid,20,1
2025-04-14,Ward-2,40.6,25.9,158.4,45.7,6.6,7.52,4.72,7.95,1.29,34.66666666666664,94.4,69.27083333333333,43.0,58.32274999999999,43,Dengue,58,0
2025-04-25,Ward-2,34.8,35.7,82.3,26.7,17.1,6.99,2.57,8.15,3.15,-0.6666666666666525,51.4,67.1875,105.0,60.32108333333333,104,Malaria,46,8
2025-04-30,Ward-2,22.4,68.1,157.0,27.0,8.4,7.22,4.18,4.54,2.61,14.66666666666665,83.6,104.79166666666666,87.0,76.59183333333333,53,COVID-19,61,3
2025-05-02,Ward-2,40.0,20.5,78.3,41.9,18.7,6.98,2.47,5.28,1.75,-1.333333333333305,49.400000000000006,97.08333333333334,58.333333333333336,56.95233333333335,15,Typhoid,51,9
2025-05-02,Ward-2,40.0,20.5,78.3,41.9,18.7,6.98,2.47,5.28,1.75,-1.333333333333305,49.400000000000006,97.08333333333334,58.333333333333336,56.95233333333335,86,Dengue,33,3
2025-05-02,Ward-2,40.0,20.5,78.3,41.9,18.7,6.91,4.73,4.08,3.43,-5.999999999999991,94.6,109.58333333333334,114.33333333333331,83.08766666666668,15,Typhoid,51,9
2025-05-02,Ward-2,40.0,20.5,78.3,41.9,18.7,6.91,4.73,4.08,3.43,-5.999999999999991,94.6,109.58333333333334,114.33333333333331,83.08766666666668,86,Dengue,33,3
2025-05-02,Ward-2,41.8,85.6,195.8,39.0,13.6,6.98,2.47,5.28,1.75,-1.333333333333305,49.400000000000006,97.08333333333334,58.333333333333336,56.95233333333335,15,Typhoid,51,9
2025-05-02,Ward-2,41.8,85.6,195.8,39.0,13.6,6.98,2.47,5.28,1.75,-1.333333333333305,49.400000000000006,97.08333333333334,58.333333333333336,56.95233333333335,86,Dengue,33,3
2025-05-02,Ward-2,41.8,85.6,195.8,39.0,13.6,6.91,4.73,4.08,3.43,-5.999999999999991,94.6,109.58333333333334,114.33333333333331,83.08766666666668,15,Typhoid,51,9
2025-05-02,Ward-2,41.8,85.6,195.8,39.0,13.6,6.91,4.73,4.08,3.43,-5.999999999999991,94.6,109.58333333333334,114.33333333333331,83.08766666666668,86,Dengue,33,3
2025-05-15,Ward-2,12.1,76.5,8.3,7.8,13.3,7.21,2.17,6.79,4.95,13.999999999999998,43.4,81.35416666666666,165.0,83.88441666666667,83,Flu,37,1
2025-05-24,Ward-2,23.4,75.5,160.7,33.1,14.9,6.93,3.45,7.99,3.81,-4.666666666666686,69.0,68.85416666666666,127.0,68.98375,24,COVID-19,78,7
2025-05-28,Ward-2,18.5,40.8,105.0,40.2,16.8,7.02,4.51,7.38,1.29,1.333333333333305,90.2,75.20833333333333,43.0,52.33616666666666,118,COVID-19,61,2
2025-05-31,Ward-2,40.9,28.8,102.1,35.0,17.8,7.46,2.2,7.82,1.31,30.666666666666664,44.00000000000001,70.625,43.66666666666667,50.02583333333334,10,Malaria,21,5
2025-06-02,Ward-2,36.0,59.8,67.4,20.1,27.8,7.01,4.69,8.42,1.98,0.6666666666666525,93.8,64.375,66.0,55.52216666666666,88,Dengue,41,7
2025-06-03,Ward-2,31.6,65.0,190.6,1.5,16.8,7.16,3.38,6.32,4.74,10.666666666666677,67.6,86.25,158.0,86.72766666666666,58,Dengue,72,1
2025-06-04,Ward-2,13.5,78.4,91.7,47.3,9.9,7.07,5.18,8.07,4.8,4.666666666666686,103.6,68.02083333333333,160.0,85.52975,76,Dengue,70,9
2025-06-04,Ward-2,13.5,78.4,91.7,47.3,9.9,7.07,5.18,8.07,4.8,4.666666666666686,103.6,68.02083333333333,160.0,85.52975,97,COVID-19,62,3
2025-06-04,Ward-2,13.5,78.4,91.7,47.3,9.9,6.83,3.71,5.87,1.53,-11.333333333333329,74.2,90.9375,51.0,54.57741666666667,76,Dengue,70,9
2025-06-04,Ward-2,13.5,78.4,91.7,47.3,9.9,6.83,3.71,5.87,1.53,-11.333333333333329,74.2,90.9375,51.0,54.57741666666667,97,COVID-19,62,3
2025-06-04,Ward-2,40.3,46.4,55.2,32.8,25.6,7.07,5.18,8.07,4.8,4.666666666666686,103.6,68.02083333333333,160.0,85.52975,76,Dengue,70,9
2025-06-04,Ward-2,40.3,46.4,55.2,32.8,25.6,7.07,5.18,8.07,4.8,4.666666666666686,103.6,68.02083333333333,160.0,85.52975,97,COVID-19,62,3
2025-06-04,Ward-2,40.3,46.4,55.2,32.8,25.6,6.83,3.71,5.87,1.53,-11.333333333333329,74.2,90.9375,51.0,54.57741666666667,76,Dengue,70,9
2025-06-04,Ward-2,40.3,46.4,55.2,32.8,25.6,6.83,3.71,5.87,1.53,-11.333333333333329,74.2,90.9375,51.0,54.57741666666667,97,COVID-19,62,3
2025-06-08,Ward-2,21.6,64.9,122.2,49.1,29.0,6.33,5.9,4.82,4.97,-44.66666666666666,118.0,101.875,165.66666666666666,90.0775,0,Malaria,46,1
2025-06-13,Ward-2,12.2,49.5,194.8,37.0,12.7,6.81,4.07,6.52,3.26,-12.666666666666693,81.4,84.16666666666667,108.66666666666669,69.28066666666666,22,Flu,74,2
2025-06-14,Ward-2,17.6,72.1,55.4,14.0,24.3,7.5,3.98,6.56,1.68,33.33333333333333,79.60000000000001,83.74999999999999,55.99999999999999,64.22433333333333,52,Dengue,58,1
2025-06-17,Ward-2,14.0,70.8,172.8,24.3,5.7,7.7,3.66,7.16,2.29,46.66666666666668,73.2,77.5,76.33333333333333,69.702,82,Malaria,67,5
2025-06-18,Ward-2,25.8,42.0,134.7,11.8,25.2,6.47,1.17,6.11,2.07,-35.33333333333335,23.4,88.43749999999999,69.0,45.35941666666666,84,Malaria,1,4
2025-06-29,Ward-2,34.8,26.2,161.4,10.9,11.1,6.83,1.11,8.01,2.38,-11.333333333333329,22.200000000000003,68.64583333333334,79.33333333333333,46.61158333333334,33,Dengue,47,7
2025-07-01,Ward-2,11.7,45.3,149.1,43.4,6.2,7.61,5.01,8.61,4.9,40.66666666666669,100.2,62.39583333333334,163.33333333333334,91.92658333333335,38,Flu,32,4
2025-07-03,Ward-2,26.5,80.4,17.1,34.9,23.0,7.08,2.8,6.07,4.84,5.3333333333333375,55.99999999999999,88.85416666666667,161.33333333333331,85.51708333333333,49,Dengue,64,6
2025-07-27,Ward-2,30.9,74.5,107.9,5.1,13.9,7.27,4.03,5.41,2.71,17.99999999999997,80.60000000000001,95.72916666666669,90.33333333333331,74.69725,29,COVID-19,60,1
2025-08-01,Ward-2,40.9,91.9,130.8,2.0,7.9,7.57,4.87,8.9,1.56,38.000000000000014,97.4,59.375,52.0,58.691500000000005,83,Malaria,12,9
2025-08-06,Ward-2,40.8,43.0,98.3,22.5,14.5,7.13,5.23,6.99,2.28,8.66666666666666,104.6,79.27083333333333,75.99999999999999,66.87475,42,Cholera,48,0
2025-08-08,Ward-2,36.1,53.9,171.6,0.4,5.1,7.08,4.11,7.3,1.39,5.3333333333333375,82.2,76.04166666666666,46.33333333333333,53.15283333333333,74,Flu,61,2
2025-08-16,Ward-2,13.1,20.5,170.8,44.2,28.1,7.39,2.57,5.59,2.43,25.99999999999998,51.4,93.85416666666669,81.0,68.53441666666667,103,Typhoid,40,0
2025-08-22,Ward-2,16.9,76.2,57.7,16.4,8.2,7.21,4.51,5.15,2.53,13.999999999999998,90.2,98.4375,84.33333333333333,74.59408333333333,20,Malaria,71,6
2025-09-03,Ward-2,36.3,57.5,197.7,11.8,9.6,6.52,5.65,5.56,1.03,-32.00000000000003,113.0,94.16666666666669,34.333333333333336,52.67000000000001,110,Dengue,40,1
2025-09-07,Ward-2,16.8,36.3,115.3,26.4,21.9,7.12,5.72,8.16,3.11,8.000000000000007,114.4,67.08333333333333,103.66666666666666,71.899,0,COVID-19,9,5
2025-09-07,Ward-2,16.8,36.3,115.3,26.4,21.9,7.12,5.72,8.16,3.11,8.000000000000007,114.4,67.08333333333333,103.66666666666666,71.899,98,Cholera,72,7
2025-09-07,Ward-2,16.8,36.3,115.3,26.4,21.9,7.27,2.04,4.14,4.84,17.99999999999997,40.8,108.95833333333336,161.33333333333331,92.70716666666668,0,COVID-19,9,5
2025-09-07,Ward-2,16.8,36.3,115.3,26.4,21.9,7.27,2.04,4.14,4.84,17.99999999999997,40.8,108.95833333333336,161.33333333333331,92.70716666666668,98,Cholera,72,7
2025-09-07,Ward-2,39.8,65.7,11.2,4.8,12.2,7.12,5.72,8.16,3.11,8.000000000000007,114.4,67.08333333333333,103.66666666666666,71.899,0,COVID-19,9,5
2025-09-07,Ward-2,39.8,65.7,11.2,4.8,12.2,7.12,5.72,8.16,3.11,8.000000000000007,114.4,67.08333333333333,103.66666666666666,71.899,98,Cholera,72,7
2025-09-07,Ward-2,39.8,65.7,11.2,4.8,12.2,7.27,2.04,4.14,4.84,17.99999999999997,40.8,108.95833333333336,161.33333333333331,92.70716666666668,0,COVID-19,9,5
2025-09-07,Ward-2,39.8,65.7,11.2,4.8,12.2,7.27,2.04,4.14,4.84,17.99999999999997,40.8,108.95833333333336,161.33333333333331,92.70716666666668,98,Cholera,72,7
2025-09-08,Ward-2,11.9,66.6,184.3,8.1,23.8,6.76,5.25,5.68,1.68,-16.000000000000014,105.0,92.91666666666669,55.99999999999999,60.55166666666667,51,Cholera,38,3
2025-09-09,Ward-2,20.9,20.9,29.0,0.1,9.5,7.22,4.54,5.98,4.46,14.66666666666665,90.8,89.79166666666666,148.66666666666666,89.9105,55,Dengue,69,0
2025-09-16,Ward-2,19.5,46.7,20.5,22.8,13.8,6.81,4.69,7.81,3.62,-12.666666666666693,93.8,70.72916666666667,120.66666666666669,70.05591666666666,2,Cholera,48,0
2025-09-21,Ward-2,36.2,78.8,162.7,20.2,16.9,7.29,5.95,7.75,3.82,19.333333333333336,119.0,71.35416666666666,127.33333333333331,83.20708333333332,27,Malaria,66,4
2025-09-28,Ward-2,27.3,28.9,72.4,10.0,7.1,7.34,5.21,7.04,2.95,22.666666666666657,104.2,78.75,98.33333333333334,75.96700000000001,83,Typhoid,32,9
2025-09-29,Ward-2,35.7,73.5,195.7,37.9,20.0,7.09,3.47,6.94,2.8,5.999999999999991,69.4,79.79166666666666,93.33333333333331,65.6865,66,COVID-19,55,9
2024-01-09,Ward-3,26.3,73.4,82.4,34.0,14.5,7.39,3.97,6.37,3.91,25.99999999999998,79.4,85.72916666666669,130.33333333333334,84.06525,87,Malaria,25,5
2024-01-09,Ward-3,26.3,73.4,82.4,34.0,14.5,7.39,3.97,6.37,3.91,25.99999999999998,79.4,85.72916666666669,130.33333333333334,84.06525,116,Flu,7,4
2024-01-09,Ward-3,26.3,73.4,82.4,34.0,14.5,6.66,3.94,7.79,3.84,-22.666666666666657,78.8,70.9375,128.0,67.58008333333333,87,Malaria,25,5
2024-01-09,Ward-3,26.3,73.4,82.4,34.0,14.5,6.66,3.94,7.79,3.84,-22.666666666666657,78.8,70.9375,128.0,67.58008333333333,116,Flu,7,4
2024-01-09,Ward-3,39.3,21.8,194.9,18.7,7.4,7.39,3.97,6.37,3.91,25.99999999999998,79.4,85.72916666666669,130.33333333333334,84.06525,87,Malaria,25,5
2024-01-09,Ward-3,39.3,21.8,194.9,18.7,7.4,7.39,3.97,6.37,3.91,25.99999999999998,79.4,85.72916666666669,130.33333333333334,84.06525,116,Flu,7,4
2024-01-09,Ward-3,39.3,21.8,194.9,18.7,7.4,6.66,3.94,7.79,3.84,-22.666666666666657,78.8,70.9375,128.0,67.58008333333333,87,Malaria,25,5
2024-01-09,Ward-3,39.3,21.8,194.9,18.7,7.4,6.66,3.94,7.79,3.84,-22.666666666666657,78.8,70.9375,128.0,67.58008333333333,116,Flu,7,4
2024-01-22,Ward-3,28.2,71.8,72.6,26.2,13.1,7.07,2.77,8.34,1.21,4.666666666666686,55.400000000000006,65.20833333333333,40.33333333333333,43.35483333333335,107,Flu,72,5
2024-01-29,Ward-3,33.8,54.4,108.8,44.5,29.6,6.96,4.14,6.86,2.72,-2.6666666666666687,82.8,80.62499999999999,90.66666666666669,65.4605,61,Typhoid,12,8
2024-02-02,Ward-3,39.4,42.0,129.7,21.0,19.8,6.98,2.75,5.88,2.82,-1.333333333333305,55.00000000000001,90.83333333333331,94.0,65.71000000000001,50,Cholera,75,8
2024-02-10,Ward-3,23.3,21.5,152.4,8.1,9.7,7.38,4.2,6.25,4.4,25.333333333333325,84.00000000000001,86.97916666666666,146.66666666666669,89.65291666666667,46,Flu,69,3
2024-02-11,Ward-3,28.7,85.2,90.7,8.8,10.8,6.59,2.81,8.39,4.86,-27.333333333333343,56.2,64.6875,162.0,70.33241666666667,80,Typhoid,24,2
2024-02-13,Ward-3,30.4,43.9,41.5,10.6,17.1,7.45,1.36,4.08,2.62,30.00000000000001,27.200000000000003,109.58333333333334,87.33333333333334,72.66366666666667,103,Cholera,47,5
